group,win_wd_0h,win_wd_1h,win_wd_2h,win_wd_3h,win_wd_4h,win_wd_5h,win_wd_6h,win_wd_7h,win_wd_8h,win_wd_9h,win_wd_10h,win_wd_11h,win_wd_12h,win_wd_13h,win_wd_14h,win_wd_15h,win_wd_16h,win_wd_17h,win_wd_18h,win_wd_19h,win_wd_20h,win_wd_21h,win_wd_22h,win_wd_23h,win_we_0h,win_we_1h,win_we_2h,win_we_3h,win_we_4h,win_we_5h,win_we_6h,win_we_7h,win_we_8h,win_we_9h,win_we_10h,win_we_11h,win_we_12h,win_we_13h,win_we_14h,win_we_15h,win_we_16h,win_we_17h,win_we_18h,win_we_19h,win_we_20h,win_we_21h,win_we_22h,win_we_23h,spr_wd_0h,spr_wd_1h,spr_wd_2h,spr_wd_3h,spr_wd_4h,spr_wd_5h,spr_wd_6h,spr_wd_7h,spr_wd_8h,spr_wd_9h,spr_wd_10h,spr_wd_11h,spr_wd_12h,spr_wd_13h,spr_wd_14h,spr_wd_15h,spr_wd_16h,spr_wd_17h,spr_wd_18h,spr_wd_19h,spr_wd_20h,spr_wd_21h,spr_wd_22h,spr_wd_23h,spr_we_0h,spr_we_1h,spr_we_2h,spr_we_3h,spr_we_4h,spr_we_5h,spr_we_6h,spr_we_7h,spr_we_8h,spr_we_9h,spr_we_10h,spr_we_11h,spr_we_12h,spr_we_13h,spr_we_14h,spr_we_15h,spr_we_16h,spr_we_17h,spr_we_18h,spr_we_19h,spr_we_20h,spr_we_21h,spr_we_22h,spr_we_23h,sum_wd_0h,sum_wd_1h,sum_wd_2h,sum_wd_3h,sum_wd_4h,sum_wd_5h,sum_wd_6h,sum_wd_7h,sum_wd_8h,sum_wd_9h,sum_wd_10h,sum_wd_11h,sum_wd_12h,sum_wd_13h,sum_wd_14h,sum_wd_15h,sum_wd_16h,sum_wd_17h,sum_wd_18h,sum_wd_19h,sum_wd_20h,sum_wd_21h,sum_wd_22h,sum_wd_23h,sum_we_0h,sum_we_1h,sum_we_2h,sum_we_3h,sum_we_4h,sum_we_5h,sum_we_6h,sum_we_7h,sum_we_8h,sum_we_9h,sum_we_10h,sum_we_11h,sum_we_12h,sum_we_13h,sum_we_14h,sum_we_15h,sum_we_16h,sum_we_17h,sum_we_18h,sum_we_19h,sum_we_20h,sum_we_21h,sum_we_22h,sum_we_23h,fal_wd_0h,fal_wd_1h,fal_wd_2h,fal_wd_3h,fal_wd_4h,fal_wd_5h,fal_wd_6h,fal_wd_7h,fal_wd_8h,fal_wd_9h,fal_wd_10h,fal_wd_11h,fal_wd_12h,fal_wd_13h,fal_wd_14h,fal_wd_15h,fal_wd_16h,fal_wd_17h,fal_wd_18h,fal_wd_19h,fal_wd_20h,fal_wd_21h,fal_wd_22h,fal_wd_23h,fal_we_0h,fal_we_1h,fal_we_2h,fal_we_3h,fal_we_4h,fal_we_5h,fal_we_6h,fal_we_7h,fal_we_8h,fal_we_9h,fal_we_10h,fal_we_11h,fal_we_12h,fal_we_13h,fal_we_14h,fal_we_15h,fal_we_16h,fal_we_17h,fal_we_18h,fal_we_19h,fal_we_20h,fal_we_21h,fal_we_22h,fal_we_23h
0,10.82,10.25,10,10.14,11.03,12.86,14.49,15.29,15.75,16.31,16.9,17.29,17.64,17.73,17.47,17.52,18.59,19.33,19.08,18.91,17.71,15.8,13.65,11.88,11.04,10.32,9.981,9.898,10.19,10.68,11.01,11.76,12.92,13.93,14.56,14.89,15.07,15.16,15.27,15.72,16.93,17.5,17.42,17.31,16.38,14.84,13.2,12.02,12.18,11.18,10.6,10.33,10.56,11.44,12.97,14.72,15.94,16.84,17.55,17.8,18.02,18.25,18.3,17.97,17.68,17.58,17.61,18.71,19.53,18.38,16.31,14.03,12.28,11.2,10.54,10.17,10.12,10.34,10.64,11.01,12.16,13.44,14.48,15.09,15.35,15.51,15.61,15.72,15.78,15.81,15.9,16.55,17.41,16.86,15.24,13.39,15.45,14.16,13.35,12.87,12.89,13.68,15.14,17.1,18.61,19.83,20.94,21.08,21.6,22.19,22.64,22.52,22.4,22.16,22.01,23.21,23.56,22.42,20.18,17.62,15.72,14.32,13.39,12.79,12.51,12.65,12.99,13.17,14.5,16.16,17.91,19.32,20.23,21,21.46,21.82,21.85,21.61,21.28,21.41,21.66,20.86,19.08,16.98,12.13,11.42,11.07,11.14,11.88,13.35,14.87,15.73,16.44,17.09,17.64,18.07,18.42,18.73,18.89,19.33,20.58,20.56,20.52,20.16,19.07,17.35,15.3,13.37,12.36,11.54,11.1,10.91,11.08,11.47,11.85,12.37,13.34,14.4,15.2,15.76,16.09,16.36,16.68,17.5,18.87,18.96,19.05,18.85,18.01,16.6,14.85,13.38
1,336.8,336.1,334.8,339.3,350.8,362.3,366.6,375.3,381.3,384.8,389.7,388.3,389.9,389.2,390.8,391.6,398.4,399.5,399.6,396.6,387.4,372.7,354.9,340.9,310.4,306.4,304.4,303.5,310.3,313.3,317.3,326.1,333.6,338.7,345.8,349.7,355,356.6,356.7,356.1,361.6,359.6,360.9,357.9,349.2,336.3,324.5,317.3,387.7,386.7,386.6,387.2,393.1,406,417.1,428.9,445.2,456.9,456.6,419.9,407,407.9,408.7,409.2,406,402.5,407.1,438.6,451.9,443.7,423.8,403.7,369.3,363.2,355,352.3,353.4,360.3,361.8,369.2,379.1,387.4,393.6,402,406,411.1,410.5,408.8,410.2,412.9,409.9,412,406.4,396,379.8,367.5,440.1,437.6,435.6,438.5,442.9,457.3,474.6,491,509.9,522.5,519.9,430.6,414.5,420.5,418.9,417.7,412.8,407.4,424.9,507.3,519.4,506,483.7,460.8,417.1,409.4,404.8,403.2,398.7,403,401.6,410.3,428.1,439.8,451.2,464.6,467.7,471.4,467.3,465.2,462,458.7,451.9,449.7,442.5,430.1,411.4,399.4,350.7,349.9,350,353.2,361,372,376.4,388.6,401.6,408,406.9,405.8,403,402.5,401.2,402.4,405.5,402.3,404.6,403.5,396.2,384.2,368.8,355.2,327.6,323.6,322.3,323.6,327.5,332.8,334.4,343.8,354.2,362.8,370.1,376.7,378.9,379,377.2,379,382.6,379,378.9,375.3,367.9,356.5,345.8,334
